[25/04/24, 6:52:55 PM] O2: Shsus
[02/11/24, 11:37:51 PM] O2: Jo kar rhi vhi btaungi na
[02/11/24, 11:38:10 PM] Aman: Toh tum chahati ho next time se mai yeh bola Karu?
[02/11/24, 11:38:52 PM] O2: Nhi kuchh mat bola kro
[02/11/24, 11:38:54 PM] Aman: Maine bus yhi bola tha ok do your work we'll talk at night !
[02/11/24, 11:39:20 PM] O2: Tumne bola tha thik h shaam ko krte h
[02/11/24, 11:39:29 PM] O2: I thought you are still busy
[02/11/24, 11:40:07 PM] O2: If you would have said that i would have stopped you
[02/11/24, 11:41:15 PM] Aman: You mean raat right
[02/11/24, 11:41:27 PM] O2: Hm
[02/11/24, 11:41:30 PM] Aman: See
[02/11/24, 11:43:34 PM] Aman: If I'm initialising the convo

And samne se response aata hai , "I'm doing some work "


And in response to that agar mai bolta hu , ok do it we'll talk later 


It means I feel ki tum abhi kaam kar rhi ...why to disturb you ...we could talk at night
[02/11/24, 11:43:46 PM] Aman: How it shows I'm being busy ?
[02/11/24, 11:44:30 PM] O2: “ do it” makes the whole difference
[02/11/24, 11:45:33 PM] Aman: It's just a same thing 

"I'm doing work "
Ok we'll continue at night then
[02/11/24, 11:45:56 PM] O2: You just said “ we’ll talk at night” instead of “ok do it,  we’ll talk at night”
[02/11/24, 11:46:17 PM] O2: “Then”
[02/11/24, 11:46:24 PM] Aman: Means the same thing
[02/11/24, 11:46:42 PM] O2: Really
[02/11/24, 11:47:30 PM] Aman: The reason why I said ok we'll talk at night 

Was only 
I want u to complete your work and continue the convo afterwards


Varna kyu bolunga?
[02/11/24, 11:47:46 PM] Aman: Raat ko baat karne ko ...when I was the one who initialised it? ‎<This message was edited>
[02/11/24, 11:48:36 PM] O2: This convo shows you just continued with  few questions just because you promised to return back but in real tou are busy
[02/11/24, 11:48:54 PM] Aman: C'mon yr kajal
[02/11/24, 11:49:02 PM] Aman: Don't just say anything
[02/11/24, 11:49:08 PM] Aman: To win this fight
[02/11/24, 11:49:12 PM] Aman: Literally anything
[02/11/24, 11:49:25 PM] O2: While this one shows you ended up cuz i am busy rn
[02/11/24, 11:49:55 PM] O2: I am saying anything
[02/11/24, 11:49:59 PM] O2: Thik h
[02/11/24, 11:50:29 PM] Aman: It's just a same thing
[02/11/24, 11:50:43 PM] O2: Ya right
[02/11/24, 11:51:29 PM] Aman: Kya hua batao acha?
[02/11/24, 11:51:40 PM] O2: Kuchh nhi
[02/11/24, 11:51:59 PM] Aman: I'm ready to listen you
[02/11/24, 11:52:03 PM] Aman: Atleast say
[02/11/24, 11:52:20 PM] O2: Nhi kuchh nhi
[02/11/24, 11:52:34 PM] Aman: Mai bolu?
[02/11/24, 11:52:45 PM] O2: Ha bilkul
[02/11/24, 11:55:38 PM] Aman: Yr tumhe hurt nhi karna chahta tha


Mai bus itna chahata tha ki tum mujh par barosha karo ki agar tum kaam kar rhi ho aur mai bolta hu ki ...theek h baad me baat karte h


It is for I want you to finish up your and not to distrub in between...yeh nhi ki mera baat karne ka Maan nhi tha...Aisa kabhi nhi ho sakta....

Bus hamesha baat karne se lalach se bahut jyada greedy and selfish nhi hona chahata
[02/11/24, 11:55:57 PM] Aman: Thoda practical bhi hona padta h
[02/11/24, 11:56:24 PM] O2: Hm thik h
[02/11/24, 11:56:41 PM] Aman: And after all that immense wait
[02/11/24, 11:57:06 PM] Aman: This is what I get?
[02/11/24, 11:57:16 PM] Aman: Kheir this was nothing
[02/11/24, 11:57:35 PM] Aman: Worst part is u don't understand me !
[02/11/24, 11:57:57 PM] O2: Sorry my mistake
[02/11/24, 11:58:07 PM] O2: Maan to gyi mai
[02/11/24, 11:58:20 PM] Aman: Kajal
[02/11/24, 11:58:36 PM] Aman: I know this is sarcastic
[02/11/24, 11:58:42 PM] O2: Hm
[02/11/24, 11:58:57 PM] O2: Nhi
[02/11/24, 11:59:09 PM] Aman: You are still upset !
[02/11/24, 11:59:12 PM] O2: I am actually sorry
[03/11/24, 12:00:30 AM] Aman: I don't want u to be sorry
[03/11/24, 12:00:33 AM] Aman: It just
[03/11/24, 12:00:54 AM] Aman: Mai chahta hu yr thoda sa toh barosha Kiya Karo mujh par
[03/11/24, 12:01:11 AM] O2: .
[03/11/24, 12:02:37 AM] Aman: Yr pyaar karta hu tumse toh tumhara bhala bhi toh sochunga na...

I never wanted our love to be the weakness of anyone
[03/11/24, 12:02:52 AM] Aman: Isliye bola tha bus ki baad me baat karte h
[03/11/24, 12:03:05 AM] O2: Hm thik h
[03/11/24, 12:04:17 AM] Aman: Tumhe kuch kehna h?
[03/11/24, 12:04:28 AM] Aman: Ya dil me hi rakhna h ?
[03/11/24, 12:04:56 AM] O2: Nhi kuchh nhi khna
[03/11/24, 12:05:10 AM] Aman: Matlab this one?
[03/11/24, 12:05:24 AM] O2: Nhi
[03/11/24, 12:05:51 AM] Aman: Naraz ho mujhse?
[03/11/24, 12:05:56 AM] O2: Nhi
[03/11/24, 12:06:23 AM] Aman: Kuch khelogi?
[03/11/24, 12:06:39 AM] O2: Thik h
[03/11/24, 12:06:45 AM] Aman: Chess?
[03/11/24, 12:06:54 AM] O2: Thik h
[03/11/24, 12:06:59 AM] Aman: Ok
[03/11/24, 12:07:08 AM] Aman: Sending you the link
[03/11/24, 12:09:53 AM] Aman: 2 min huh !
[03/11/24, 12:10:10 AM] O2: Hm
[03/11/24, 12:13:49 AM] Aman: Download nhi ho rha
[03/11/24, 12:13:51 AM] Aman: Dekh rha
[03/11/24, 12:14:01 AM] Aman: Tab Tak tum kuch sunao
[03/11/24, 12:15:38 AM] O2: Assignments start kiye likhne?
[03/11/24, 12:15:50 AM] Aman: Nhi
[03/11/24, 12:17:13 AM] Aman: Tum link send karna AXA
[03/11/24, 12:18:38 AM] O2: Chess downloaded nhi h
[03/11/24, 12:18:46 AM] Aman: Ok
[03/11/24, 12:19:07 AM] Aman: https://link.chess.com/play/rvN838
[03/11/24, 12:19:14 AM] Aman: Click here
[03/11/24, 12:19:21 AM] Aman: Yeh pakka chess ki hi link h
[03/11/24, 12:19:26 AM] Aman: Kasam se😂
[03/11/24, 12:19:51 AM] O2: Download krne k liye bol rha
[03/11/24, 12:20:02 AM] O2: Net nhi h mere me
[03/11/24, 12:20:17 AM] Aman: AXA
[03/11/24, 12:20:46 AM] Aman: https://link.chess.com/play/JeVnVG
[03/11/24, 12:20:51 AM] Aman: Yeh dekho
[03/11/24, 12:21:40 AM] O2: .
[03/11/24, 12:21:48 AM] Aman: AXA ok
[03/11/24, 12:21:56 AM] Aman: Web site open Karo phone
[03/11/24, 12:21:57 AM] Aman: Me
[03/11/24, 12:22:03 AM] Aman: With your login ID
[03/11/24, 12:22:08 AM] Aman: Did?
[03/11/24, 12:23:21 AM] O2: Nhi ho rhi
[03/11/24, 12:23:29 AM] Aman: Ok koi na
[03/11/24, 12:23:35 AM] O2: White page aa rha bs
[03/11/24, 12:23:42 AM] Aman: God is with u today😂
[03/11/24, 12:24:09 AM] O2: Chale kya fir
[03/11/24, 12:24:15 AM] O2: Hm
[03/11/24, 12:24:18 AM] Aman: Nope
[03/11/24, 12:24:35 AM] Aman: Kuch aur khelte h?
[03/11/24, 12:24:53 AM] O2: Ok
[03/11/24, 12:24:59 AM] Aman: TDS?
[03/11/24, 12:25:09 AM] O2: Thik j
[03/11/24, 12:25:19 AM] Aman: Who'll go first?
[03/11/24, 12:25:33 AM] O2: U
[03/11/24, 12:25:37 AM] Aman: Ok
[03/11/24, 12:25:40 AM] Aman: S
[03/11/24, 12:27:12 AM] O2: What if you could change one thing in our relationship
[03/11/24, 12:27:24 AM] O2: What would it be
[03/11/24, 12:28:02 AM] O2: Nothing ans mat dena
[03/11/24, 12:28:44 AM] Aman: My habit of unintentionally hurting u !
[03/11/24, 12:29:05 AM] O2: Ok
[03/11/24, 12:29:15 AM] Aman: Ur turn?
[03/11/24, 12:29:24 AM] O2: T
[03/11/24, 12:30:25 AM] Aman: On the scale of 10, how much u trust me?
[03/11/24, 12:30:49 AM] O2: 8
[03/11/24, 12:31:09 AM] Aman: -2 for what?
[03/11/24, 12:31:28 AM] O2: Btaya tha na
[03/11/24, 12:31:37 AM] Aman: Kya?
[03/11/24, 12:31:50 AM] Aman: That day wala incident?
[03/11/24, 12:31:55 AM] O2: Ami..
[03/11/24, 12:31:59 AM] O2: Hm
[03/11/24, 12:32:09 AM] Aman: Ami?
[03/11/24, 12:32:17 AM] O2: Insta
[03/11/24, 12:32:23 AM] Aman: AXA
[03/11/24, 12:32:30 AM] Aman: Ok theek h
[03/11/24, 12:32:35 AM] Aman: T
[03/11/24, 12:33:24 AM] O2: Last person you searched on insta
[03/11/24, 12:33:33 AM] Aman: Don't remember
[03/11/24, 12:33:36 AM] Aman: Let me see
[03/11/24, 12:34:04 AM] Aman: It's iitbombayecell
[03/11/24, 12:34:20 AM] O2: Person
[03/11/24, 12:34:39 AM] Aman: Virat Kohli
[03/11/24, 12:34:49 AM] O2: Ok
[03/11/24, 12:34:52 AM] O2: S
[03/11/24, 12:36:21 AM] Aman: If
[03/11/24, 12:36:40 AM] Aman: Me and your 10 kids both are crying to sleep with u
[03/11/24, 12:36:46 AM] Aman: Who would u prefer?
[03/11/24, 12:37:05 AM] O2: Kids
[03/11/24, 12:37:11 AM] Aman: 😑
[03/11/24, 12:37:23 AM] Aman: De diya na dokha!
[03/11/24, 12:37:43 AM] O2: To kiye bhi to tumne na
[03/11/24, 12:37:52 AM] Aman: Haa toh
[03/11/24, 12:37:55 AM] O2: Krne se phle sochna tha
[03/11/24, 12:37:59 AM] Aman: Tumhe pata h
[03/11/24, 12:38:13 AM] Aman: Tumne robot film dekhi h?
[03/11/24, 12:38:15 AM] O2: 1 hoga to 1 side tum aur dusri vo
[03/11/24, 12:38:23 AM] O2: Hm
[03/11/24, 12:38:25 AM] Aman: Nope
[03/11/24, 12:39:01 AM] Aman: Usme chitti bhi aish ko chahta tha


Par aish ne still prof vase Karan over chitti chuna tha ‎<This message was edited>
[03/11/24, 12:39:37 AM] Aman: Seekho kuch ?
[03/11/24, 12:40:10 AM] O2: Chitti ko aish ne apni belly me nhi rkha tha na
[03/11/24, 12:40:45 AM] Aman: AXA theek h🥹🥹🥹
[03/11/24, 12:40:52 AM] Aman: Par yaad rakhna
[03/11/24, 12:41:00 AM] Aman: Jab unki shaadi ho jayegi
[03/11/24, 12:41:10 AM] Aman: And they gonna slept with their partner
[03/11/24, 12:41:19 AM] Aman: Tab tumhe meri hi yaad aayegi
[03/11/24, 12:41:40 AM] O2: To tab mai tumhare sath soungi na
[03/11/24, 12:41:55 AM] O2: Btw sleep
[03/11/24, 12:42:34 AM] Aman: U mean I'm going to be ur 2nd priority?
[03/11/24, 12:42:43 AM] O2: Nhi
[03/11/24, 12:42:50 AM] O2: Always 1st
[03/11/24, 12:43:28 AM] O2: Pr bacho ki necessity hoti h mum k sath sona aur tumhari need
[03/11/24, 12:44:03 AM] Aman: Meri bhi necessity ho tumhe kya pata 🥹🥹
[03/11/24, 12:44:33 AM] Aman: Aur vo sab reh lete h
[03/11/24, 12:44:45 AM] O2: Thik h achha
[03/11/24, 12:44:58 AM] Aman: Toh mai na?😄
[03/11/24, 12:45:08 AM] O2: Nhi
[03/11/24, 12:45:34 AM] Aman: Then yeh kiss kiye?
[03/11/24, 12:45:49 AM] Aman: I thought u got agreed
[03/11/24, 12:45:58 AM] O2: For giving a try to understand your point
[03/11/24, 12:46:16 AM] Aman: Ok fine
[03/11/24, 12:46:26 AM] Aman: T
[03/11/24, 12:47:12 AM] O2: If not me then who else in college
[03/11/24, 12:47:37 AM] Aman: Koi bhi within college ya outside
[03/11/24, 12:47:42 AM] Aman: Casual hi rakhta hai
[03/11/24, 12:47:45 AM] Aman: Main
[03/11/24, 12:47:54 AM] O2: Koi ek jisse consider krte
[03/11/24, 12:48:14 AM] Aman: U mean koi backup plan?
[03/11/24, 12:48:24 AM] Aman: Boys me these terms didn't existed
[03/11/24, 12:48:24 AM] O2: Kind of
[03/11/24, 12:48:46 AM] O2: The first one you would have approached?
[03/11/24, 12:49:07 AM] Aman: Nhi samjha?
[03/11/24, 12:49:16 AM] O2: Mere baaf
[03/11/24, 12:49:21 AM] O2: Baad
[03/11/24, 12:49:26 AM] O2: Casual k liye
[03/11/24, 12:49:42 AM] Aman: How could I think of that
[03/11/24, 12:49:47 AM] Aman: At the stage
[03/11/24, 12:50:05 AM] Aman: When my mind was never actually prepared for your no ans? ‎<This message was edited>
[03/11/24, 12:50:29 AM] O2: Thik h
[03/11/24, 12:50:32 AM] Aman: Hmm
[03/11/24, 12:50:33 AM] O2: T
[03/11/24, 12:50:35 AM] Aman: Ok
[03/11/24, 12:50:47 AM] Aman: Start ho jao
[03/11/24, 12:50:56 AM] O2: What
[03/11/24, 12:51:15 AM] Aman: Why you are upset with me?
[03/11/24, 12:51:26 AM] O2: Nhi hu
[03/11/24, 12:51:33 AM] Aman: Matlab tab
[03/11/24, 12:51:36 AM] Aman: I mean
[03/11/24, 12:51:49 AM] Aman: Mention all the points that hurts u ?
[03/11/24, 12:52:01 AM] O2: .
[03/11/24, 12:52:14 AM] O2: One question at a time
[03/11/24, 12:52:18 AM] O2: Your turn ‎<This message was edited>
[03/11/24, 12:52:33 AM] Aman: Yhi question tha
[03/11/24, 12:52:45 AM] Aman: Just reframe kiya
[03/11/24, 12:52:54 AM] O2: Bs yhi h
[03/11/24, 12:53:23 AM] Aman: Axa theek h
[03/11/24, 12:53:31 AM] Aman: Sorry for that
[03/11/24, 12:53:42 AM] O2: Achha ek bast btao
[03/11/24, 12:53:48 AM] Aman: But I didn't liked that allegation u were putting on me
[03/11/24, 12:53:52 AM] Aman: Bus isliye bola tha
[03/11/24, 12:53:54 AM] Aman: Hmm
[03/11/24, 12:53:57 AM] O2: Will you mind if I correct you
[03/11/24, 12:54:06 AM] O2: Even a bit?
[03/11/24, 12:54:24 AM] Aman: Ofc 😂😂
[03/11/24, 12:54:34 AM] Aman: Kyu karunga yr
[03/11/24, 12:54:41 AM] Aman: I would love that
[03/11/24, 12:54:50 AM] O2: Thik h
[03/11/24, 12:54:58 AM] O2: Hurt
[03/11/24, 12:55:12 AM] O2: Like
[03/11/24, 12:55:58 AM] O2: Thik h
[03/11/24, 12:56:03 AM] O2: Your turn
[03/11/24, 12:56:12 AM] Aman: T
[03/11/24, 12:58:00 AM] O2: Last time you cried?
[03/11/24, 12:58:09 AM] Aman: Last time
[03/11/24, 12:58:19 AM] Aman: Um lemme think
[03/11/24, 1:00:18 AM] Aman: Tumhare sath tha kya
[03/11/24, 1:00:29 AM] Aman: Use latest yaad nhi aa rha
[03/11/24, 1:00:40 AM] O2: Achha
[03/11/24, 1:00:43 AM] Aman: Hmm
[03/11/24, 1:00:54 AM] O2: Thik h ab rkhte h
[03/11/24, 1:01:00 AM] Aman: Kyu?
[03/11/24, 1:01:09 AM] O2: Sote h ab
[03/11/24, 1:01:25 AM] Aman: Aur 10 min ?
[03/11/24, 1:01:35 AM] O2: Ok
[03/11/24, 1:01:48 AM] Aman: Ur turn
[03/11/24, 1:01:55 AM] O2: S
[03/11/24, 1:03:47 AM] Aman: Um
[03/11/24, 1:04:13 AM] Aman: Hypothetical scenario
[03/11/24, 1:04:31 AM] Aman: U there?
[03/11/24, 1:05:31 AM] O2: Hm
[03/11/24, 1:05:37 AM] Aman: Ok
[03/11/24, 1:05:58 AM] Aman: So imagine if got placement somewhere
[03/11/24, 1:06:34 AM] Aman: Which doesn't allow us to meet frequently
[03/11/24, 1:06:55 AM] Aman: Let's hypothetically , merchant Navy an all me job lagti h
[03/11/24, 1:07:20 AM] Aman: Will u still wanna tie a knot with me?
[03/11/24, 1:07:35 AM] O2: Ofc
[03/11/24, 1:07:43 AM] Aman: You sure?
[03/11/24, 1:07:47 AM] O2: How’s that going to affect it
[03/11/24, 1:07:50 AM] O2: Yup
[03/11/24, 1:08:29 AM] Aman: Like even with the job which will allow us to meet only once in a year?
[03/11/24, 1:08:58 AM] O2: Hm
[03/11/24, 1:09:24 AM] Aman: Phir tumhari pyaas kaun bujhaayegaa😂😂😂
[03/11/24, 1:09:35 AM] Aman: Reh logi Bina uske?
[03/11/24, 1:09:46 AM] O2: Mujhe uski pyaas h hi nhi
[03/11/24, 1:09:57 AM] Aman: AXA ok theek h
[03/11/24, 1:10:04 AM] O2: Hm
[03/11/24, 1:10:05 AM] Aman: Ur turn
[03/11/24, 1:10:06 AM] Aman: S
[03/11/24, 1:13:03 AM] O2: At this stage of our relation suppose there comes a situation where i won’t be able to satisfy your needs at least for 5-6 years
[03/11/24, 1:13:17 AM] O2: Will you continue
[03/11/24, 1:13:45 AM] Aman: Satisfy as in that?
[03/11/24, 1:14:06 AM] O2: Achha chhodi
[03/11/24, 1:14:18 AM] O2: Same situation
[03/11/24, 1:14:24 AM] O2: Tum btao
[03/11/24, 1:15:16 AM] Aman: Not coz of the reason u r thinking
[03/11/24, 1:15:27 AM] Aman: But Mai tumhare hi sath aa jaunga
[03/11/24, 1:15:44 AM] O2: Possible nhi hota then
[03/11/24, 1:15:45 AM] Aman: Itna time dur rehna difficult hoga mere liye
[03/11/24, 1:15:58 AM] Aman: Are
[03/11/24, 1:16:06 AM] Aman: Same question nhi pucha
[03/11/24, 1:16:09 AM] Aman: Jata
[03/11/24, 1:16:14 AM] Aman: Yaad aaya 😂
[03/11/24, 1:16:46 AM] O2: Mujhe kyu lag rha h ki ans mil gya mujhe
[03/11/24, 1:17:09 AM] Aman: Mujhe kyu lag rha h ki
[03/11/24, 1:17:16 AM] Aman: Tum galat samaj rhi kuch?
[03/11/24, 1:18:00 AM] O2: Nhi
[03/11/24, 1:18:05 AM] Aman: I've told u na there always gonna be only two reason if I have to leave u
[03/11/24, 1:18:13 AM] Aman: Nothing else
[03/11/24, 1:18:47 AM] O2: Iske ans me itni difficulty kyu
[03/11/24, 1:19:06 AM] Aman: The ans is no ofc
[03/11/24, 1:19:24 AM] O2: Thik h
[03/11/24, 1:19:57 AM] Aman: Your turn !
[03/11/24, 1:20:07 AM] O2: T
[03/11/24, 1:20:18 AM] Aman: Tumne kya socha tha iska ans?
[03/11/24, 1:20:38 AM] Aman: Ek sec
[03/11/24, 1:20:54 AM] Aman: Yes h mera matlab
[03/11/24, 1:21:10 AM] O2: Socha nhi tha maine bs tumse ans nikalvana tha
[03/11/24, 1:21:20 AM] Aman: Mai question bhool gya tha
[03/11/24, 1:21:21 AM] O2: Ha smjh gyi thi
[03/11/24, 1:21:28 AM] Aman: Pakka na🥹🥹🥹
[03/11/24, 1:21:33 AM] O2: Hm
[03/11/24, 1:21:53 AM] O2: Ab chle?
[03/11/24, 1:22:10 AM] Aman: Thanks 🥹🥹🥹🤧🤧
[03/11/24, 1:22:14 AM] Aman: Kyu?
[03/11/24, 1:22:21 AM] Aman: Nhi !
[03/11/24, 1:22:37 AM] O2: Neend aa rhi h
[03/11/24, 1:22:38 AM] Aman: 10 min aur
[03/11/24, 1:22:44 AM] Aman: Axa
[03/11/24, 1:23:22 AM] Aman: ?
[03/11/24, 1:23:52 AM] O2: Krte h aajjiko
[03/11/24, 1:24:01 AM] Aman: Kya ?
[03/11/24, 1:24:15 AM] O2: Hm
[03/11/24, 1:24:18 AM] Aman: Jyada neend aa rhi kya?
[03/11/24, 1:24:31 AM] Aman: Aajjiko?
[03/11/24, 1:27:07 AM] Aman: Kidhar gyi?
[03/11/24, 1:27:50 AM] O2: Ha
[03/11/24, 1:27:59 AM] Aman: Ka ha?
[03/11/24, 1:28:05 AM] O2: So gyi thi
[03/11/24, 1:28:08 AM] Aman: Hmm
[03/11/24, 1:28:09 AM] Aman: Dekho
[03/11/24, 1:28:45 AM] Aman: If u r expecting ki mai bolunga ...okay morning me baat karte h toh aisa nhi hone vala
[03/11/24, 1:29:00 AM] Aman: Else u will feel I'm busy
[03/11/24, 1:29:12 AM] Aman: Isliye continue karte h batein
[03/11/24, 1:30:23 AM] Aman: Hello?
[03/11/24, 1:38:43 AM] Aman: hello?
[03/11/24, 1:39:27 AM] O2: Ha
[03/11/24, 1:39:35 AM] O2: Mai for so hui
[03/11/24, 1:39:40 AM] O2: Gyi
[03/11/24, 1:39:47 AM] Aman: Hmm
[03/11/24, 1:39:47 AM] O2: Sorry
[03/11/24, 1:39:55 AM] Aman: Koi na
[03/11/24, 1:40:00 AM] Aman: So ur turn ?
[03/11/24, 1:40:13 AM] O2: Are maan to li thi apni glti
[03/11/24, 1:40:31 AM] Aman: Arre nhi nhi
[03/11/24, 1:40:41 AM] Aman: Continue karte h
[03/11/24, 1:40:53 AM] O2: Thik h
[03/11/24, 1:40:58 AM] O2: T
[03/11/24, 1:41:03 AM] Aman: Ok
[03/11/24, 1:42:09 AM] Aman: What's the one thing u like to change about me?
[03/11/24, 1:43:06 AM] O2: Ki tum khud chize share kiya kro
[03/11/24, 1:43:22 AM] Aman: I does it
[03/11/24, 1:43:25 AM] Aman: More than u
[03/11/24, 1:43:38 AM] O2: Do
[03/11/24, 1:43:56 AM] O2: Thik h
[03/11/24, 1:44:04 AM] Aman: Hmm
[03/11/24, 1:44:06 AM] Aman: T
[03/11/24, 1:45:07 AM] O2: Your biggest regret
[03/11/24, 1:45:24 AM] Aman: Biggest regret!
[03/11/24, 1:45:27 AM] Aman: Umm
[03/11/24, 1:47:53 AM] Aman: Yeh change hota rehta h I guess
[03/11/24, 1:48:28 AM] O2: Latest one
[03/11/24, 1:48:32 AM] Aman: Abhi ke liye toh, gym consistency break karna maybe
[03/11/24, 1:48:49 AM] O2: Ok
[03/11/24, 1:48:54 AM] Aman: Hmm
[03/11/24, 1:49:00 AM] O2: T
[03/11/24, 1:49:54 AM] Aman: On the scale of 10
[03/11/24, 1:50:10 AM] Aman: How much u think u r open to me ?
[03/11/24, 1:50:34 AM] O2: 7
[03/11/24, 1:50:50 AM] Aman: Ok
[03/11/24, 1:51:45 AM] Aman: How much u think it'll gonna take u to reach 9.5?
[03/11/24, 1:52:21 AM] O2: On question allowed
[03/11/24, 1:52:27 AM] O2: One
[03/11/24, 1:52:37 AM] O2: Your turn
[03/11/24, 1:52:39 AM] Aman: It's a follow up question
[03/11/24, 1:52:43 AM] Aman: Not a new one
[03/11/24, 1:52:46 AM] Aman: It's allowed
[03/11/24, 1:53:09 AM] O2: No follow ups too
[03/11/24, 1:53:13 AM] Aman: Ok
[03/11/24, 1:53:23 AM] Aman: S
[03/11/24, 1:55:52 AM] O2: If you could choose only one what would  it be:

Rich
Handsome 
Intelligence 
 
Choosing one means lacking others
[03/11/24, 1:57:08 AM] Aman: Intelligence
[03/11/24, 2:23:33 AM] Aman: Hello
[03/11/24, 2:23:41 AM] Aman: Kidhar gyi
[03/11/24, 2:25:50 AM] Aman: Hello?
[03/11/24, 7:30:11 AM] O2: Good morning
[03/11/24, 7:30:16 AM] O2: So vyi thi
[03/11/24, 9:07:50 AM] Aman: Sorry
[03/11/24, 9:08:47 AM] Aman: Mai bhi wait karte karte
[03/11/24, 10:09:17 AM] O2: Achha
[03/11/24, 5:29:32 PM] Aman: Hello listen!
[03/11/24, 10:21:38 PM] O2: Hii
[03/11/24, 10:21:54 PM] Aman: Yep
[03/11/24, 10:22:13 PM] Aman: Sab badiya?
[03/11/24, 10:22:19 PM] O2: Hmm
[03/11/24, 10:22:42 PM] O2: Sorry vo message late dekha
[03/11/24, 10:22:57 PM] Aman: Arre koi na 5 hrs hi toh late dekha h
[03/11/24, 10:24:04 PM] O2: Aaj kuchh log aa gye thr ghar to phone touch hi ni kiya subah se
[03/11/24, 10:24:45 PM] O2: 8-9 bje dekha tha tumhara message pr us time bhi sab the aas paas
[03/11/24, 10:25:04 PM] Aman: Are koi na
[03/11/24, 10:25:09 PM] Aman: Samaj hi gya tha
[03/11/24, 10:25:19 PM] Aman: Tumhara Ghar bhi na !
[03/11/24, 10:25:27 PM] Aman: Kabhi bhi koi bhi aa jata h!
[03/11/24, 10:25:36 PM] Aman: Baghate vagate nhi ho kya tum log?
[03/11/24, 10:25:41 PM] O2: Hm🥺
[03/11/24, 10:25:43 PM] Aman: Mai hota toh bagha deta
[03/11/24, 10:25:57 PM] Aman: Tumko pata h
[03/11/24, 10:26:03 PM] O2: 🙄
[03/11/24, 10:26:06 PM] Aman: Ek funny incident batata hu
[03/11/24, 10:26:10 PM] O2: Hm
[03/11/24, 10:26:17 PM] Aman: Jab mai Chhota tha
[03/11/24, 10:26:32 PM] Aman: Like of 8 or 10 something
[03/11/24, 10:26:49 PM] Aman: Tab ek aunty mere ghar me hamesha aati thi
[03/11/24, 10:27:00 PM] Aman: Aur mummy unhe biscuit deti thi
[03/11/24, 10:27:18 PM] Aman: Ek din mujhe gussa aaya ki maine bol diya
[03/11/24, 10:27:30 PM] Aman: Like unke samne nhi
[03/11/24, 10:27:49 PM] Aman: Mummy se maine biscuit manga mummy ne mana kar diya...ki jyada h nhi
[03/11/24, 10:28:30 PM] Aman: Then Maine chilla ke bol diya ki , " un aunty ko toh daily daily biscuit de deti ho aap jo aa jati h har din "

Aur mere liye nhi h
[03/11/24, 10:28:46 PM] Aman: Uske baad se pata h unhone aana bund kar diya tha😂😂
[03/11/24, 10:29:12 PM] O2: Un aunty ne sun liya kya?
[03/11/24, 10:29:27 PM] Aman: Hmm ofc
[03/11/24, 10:29:47 PM] O2: Achha 😂
[03/11/24, 10:29:56 PM] O2: Hmm ho to shaitan hi
[03/11/24, 10:29:58 PM] Aman: U should try out the same thing
[03/11/24, 10:30:14 PM] Aman: Yes Truly meant for u
[03/11/24, 10:30:33 PM] O2: Are pr mujhe achha lgta h vo aate h to
[03/11/24, 10:30:43 PM] Aman: Oo
[03/11/24, 10:30:44 PM] O2: 🙂
[03/11/24, 10:30:45 PM] Aman: Ooooo
[03/11/24, 10:30:50 PM] Aman: Ooooooo
[03/11/24, 10:30:56 PM] O2: Are mtlb
[03/11/24, 10:30:57 PM] Aman: Matlab them over me???
[03/11/24, 10:31:08 PM] Aman: Chalo theek h baat hi khatam phir ?
[03/11/24, 10:31:27 PM] O2: Bs kuchh harkate kharab h baki h to achhe hi na
[03/11/24, 10:32:05 PM] Aman: Arre koi na kajal
