[25/04/24, 18:52:55] O2: Shsus
[03/11/24, 00:20:46] Aman: https://link.chess.com/play/JeVnVG
[03/11/24, 00:20:51] Aman: Yeh dekho
[03/11/24, 00:21:40] O2: .
[03/11/24, 00:21:48] Aman: AXA ok
[03/11/24, 00:21:56] Aman: Web site open Karo phone
[03/11/24, 00:21:57] Aman: Me
[03/11/24, 00:22:03] Aman: With your login ID
[03/11/24, 00:22:08] Aman: Did?
[03/11/24, 00:23:21] O2: Nhi ho rhi
[03/11/24, 00:23:29] Aman: Ok koi na
[03/11/24, 00:23:35] O2: White page aa rha bs
[03/11/24, 00:23:42] Aman: God is with u today😂
[03/11/24, 00:24:09] O2: Chale kya fir
[03/11/24, 00:24:15] O2: Hm
[03/11/24, 00:24:18] Aman: Nope
[03/11/24, 00:24:35] Aman: Kuch aur khelte h?
[03/11/24, 00:24:53] O2: Ok
[03/11/24, 00:24:59] Aman: TDS?
[03/11/24, 00:25:09] O2: Thik j
[03/11/24, 00:25:19] Aman: Who'll go first?
[03/11/24, 00:25:33] O2: U
[03/11/24, 00:25:37] Aman: Ok
[03/11/24, 00:25:40] Aman: S
[03/11/24, 00:27:12] O2: What if you could change one thing in our relationship
[03/11/24, 00:27:24] O2: What would it be
[03/11/24, 00:28:02] O2: Nothing ans mat dena
[03/11/24, 00:28:44] Aman: My habit of unintentionally hurting u !
[03/11/24, 00:29:05] O2: Ok
[03/11/24, 00:29:15] Aman: Ur turn?
[03/11/24, 00:29:24] O2: T
[03/11/24, 00:30:25] Aman: On the scale of 10, how much u trust me?
[03/11/24, 00:30:49] O2: 8
[03/11/24, 00:31:09] Aman: -2 for what?
[03/11/24, 00:31:28] O2: Btaya tha na
[03/11/24, 00:31:37] Aman: Kya?
[03/11/24, 00:31:50] Aman: That day wala incident?
[03/11/24, 00:31:55] O2: Ami..
[03/11/24, 00:31:59] O2: Hm
[03/11/24, 00:32:09] Aman: Ami?
[03/11/24, 00:32:17] O2: Insta
[03/11/24, 00:32:23] Aman: AXA
[03/11/24, 00:32:30] Aman: Ok theek h
[03/11/24, 00:32:35] Aman: T
[03/11/24, 00:33:24] O2: Last person you searched on insta
[03/11/24, 00:33:33] Aman: Don't remember
[03/11/24, 00:33:36] Aman: Let me see
[03/11/24, 00:34:04] Aman: It's iitbombayecell
[03/11/24, 00:34:20] O2: Person
[03/11/24, 00:34:39] Aman: Virat Kohli
[03/11/24, 00:34:49] O2: Ok
[03/11/24, 00:34:52] O2: S
[03/11/24, 00:36:21] Aman: If
[03/11/24, 00:36:40] Aman: Me and your 10 kids both are crying to sleep with u
[03/11/24, 00:36:46] Aman: Who would u prefer?
[03/11/24, 00:37:05] O2: Kids
[03/11/24, 00:37:11] Aman: 😑
[03/11/24, 00:37:23] Aman: De diya na dokha!
[03/11/24, 00:37:43] O2: To kiye bhi to tumne na
[03/11/24, 00:37:52] Aman: Haa toh
[03/11/24, 00:37:55] O2: Krne se phle sochna tha
[03/11/24, 00:37:59] Aman: Tumhe pata h
[03/11/24, 00:38:13] Aman: Tumne robot film dekhi h?
[03/11/24, 00:38:15] O2: 1 hoga to 1 side tum aur dusri vo
[03/11/24, 00:38:23] O2: Hm
[03/11/24, 00:38:25] Aman: Nope
[03/11/24, 00:39:01] Aman: Usme chitti bhi aish ko chahta tha


Par aish ne still prof vase Karan over chitti chuna tha ‎<This message was edited>
[03/11/24, 00:39:37] Aman: Seekho kuch ?
[03/11/24, 00:40:10] O2: Chitti ko aish ne apni belly me nhi rkha tha na
[03/11/24, 00:40:45] Aman: AXA theek h🥹🥹🥹
[03/11/24, 00:40:52] Aman: Par yaad rakhna
[03/11/24, 00:41:00] Aman: Jab unki shaadi ho jayegi
[03/11/24, 00:41:10] Aman: And they gonna slept with their partner
[03/11/24, 00:41:19] Aman: Tab tumhe meri hi yaad aayegi
[03/11/24, 00:41:40] O2: To tab mai tumhare sath soungi na
[03/11/24, 00:41:55] O2: Btw sleep
[03/11/24, 00:42:34] Aman: U mean I'm going to be ur 2nd priority?
[03/11/24, 00:42:43] O2: Nhi
[03/11/24, 00:42:50] O2: Always 1st
[03/11/24, 00:43:28] O2: Pr bacho ki necessity hoti h mum k sath sona aur tumhari need
[03/11/24, 00:44:03] Aman: Meri bhi necessity ho tumhe kya pata 🥹🥹
[03/11/24, 00:44:33] Aman: Aur vo sab reh lete h
[03/11/24, 00:44:45] O2: Thik h achha
[03/11/24, 00:44:58] Aman: Toh mai na?😄
[03/11/24, 00:45:08] O2: Nhi
[03/11/24, 00:45:34] Aman: Then yeh kiss kiye?
[03/11/24, 00:45:49] Aman: I thought u got agreed
[03/11/24, 00:45:58] O2: For giving a try to understand your point
[03/11/24, 00:46:16] Aman: Ok fine
[03/11/24, 00:46:26] Aman: T
[03/11/24, 00:47:12] O2: If not me then who else in college
[03/11/24, 00:47:37] Aman: Koi bhi within college ya outside
[03/11/24, 00:47:42] Aman: Casual hi rakhta hai
[03/11/24, 00:47:45] Aman: Main
[03/11/24, 00:47:54] O2: Koi ek jisse consider krte
[03/11/24, 00:48:14] Aman: U mean koi backup plan?
[03/11/24, 00:48:24] Aman: Boys me these terms didn't existed
[03/11/24, 00:48:24] O2: Kind of
[03/11/24, 00:48:46] O2: The first one you would have approached?
[03/11/24, 00:49:07] Aman: Nhi samjha?
[03/11/24, 00:49:16] O2: Mere baaf
[03/11/24, 00:49:21] O2: Baad
[03/11/24, 00:49:26] O2: Casual k liye
[03/11/24, 00:49:42] Aman: How could I think of that
[03/11/24, 00:49:47] Aman: At the stage
[03/11/24, 00:50:05] Aman: When my mind was never actually prepared for your no ans? ‎<This message was edited>
[03/11/24, 00:50:29] O2: Thik h
[03/11/24, 00:50:32] Aman: Hmm
[03/11/24, 00:50:33] O2: T
[03/11/24, 00:50:35] Aman: Ok
[03/11/24, 00:50:47] Aman: Start ho jao
[03/11/24, 00:50:56] O2: What
[03/11/24, 00:51:15] Aman: Why you are upset with me?
[03/11/24, 00:51:26] O2: Nhi hu
[03/11/24, 00:51:33] Aman: Matlab tab
[03/11/24, 00:51:36] Aman: I mean
[03/11/24, 00:51:49] Aman: Mention all the points that hurts u ?
[03/11/24, 00:52:01] O2: .
[03/11/24, 00:52:14] O2: One question at a time
[03/11/24, 00:52:18] O2: Your turn ‎<This message was edited>
[03/11/24, 00:52:33] Aman: Yhi question tha
[03/11/24, 00:52:45] Aman: Just reframe kiya
[03/11/24, 00:52:54] O2: Bs yhi h
[03/11/24, 00:53:23] Aman: Axa theek h
[03/11/24, 00:53:31] Aman: Sorry for that
[03/11/24, 00:53:42] O2: Achha ek bast btao
[03/11/24, 00:53:48] Aman: But I didn't liked that allegation u were putting on me
[03/11/24, 00:53:52] Aman: Bus isliye bola tha
[03/11/24, 00:53:54] Aman: Hmm
[03/11/24, 00:53:57] O2: Will you mind if I correct you
[03/11/24, 00:54:06] O2: Even a bit?
[03/11/24, 00:54:24] Aman: Ofc 😂😂
[03/11/24, 00:54:34] Aman: Kyu karunga yr
[03/11/24, 00:54:41] Aman: I would love that
[03/11/24, 00:54:50] O2: Thik h
[03/11/24, 00:54:58] O2: Hurt
[03/11/24, 00:55:12] O2: Like
[03/11/24, 00:55:58] O2: Thik h
[03/11/24, 00:56:03] O2: Your turn
[03/11/24, 00:56:12] Aman: T
[03/11/24, 00:58:00] O2: Last time you cried?
[03/11/24, 00:58:09] Aman: Last time
[03/11/24, 00:58:19] Aman: Um lemme think
[03/11/24, 01:00:18] Aman: Tumhare sath tha kya
[03/11/24, 01:00:29] Aman: Use latest yaad nhi aa rha
[03/11/24, 01:00:40] O2: Achha
[03/11/24, 01:00:43] Aman: Hmm
[03/11/24, 01:00:54] O2: Thik h ab rkhte h
[03/11/24, 01:01:00] Aman: Kyu?
[03/11/24, 01:01:09] O2: Sote h ab
[03/11/24, 01:01:25] Aman: Aur 10 min ?
[03/11/24, 01:01:35] O2: Ok
[03/11/24, 01:01:48] Aman: Ur turn
[03/11/24, 01:01:55] O2: S
[03/11/24, 01:03:47] Aman: Um
[03/11/24, 01:04:13] Aman: Hypothetical scenario
[03/11/24, 01:04:31] Aman: U there?
[03/11/24, 01:05:31] O2: Hm
[03/11/24, 01:05:37] Aman: Ok
[03/11/24, 01:05:58] Aman: So imagine if got placement somewhere
[03/11/24, 01:06:34] Aman: Which doesn't allow us to meet frequently
[03/11/24, 01:06:55] Aman: Let's hypothetically , merchant Navy an all me job lagti h
[03/11/24, 01:07:20] Aman: Will u still wanna tie a knot with me?
[03/11/24, 01:07:35] O2: Ofc
[03/11/24, 01:07:43] Aman: You sure?
[03/11/24, 01:07:47] O2: How’s that going to affect it
[03/11/24, 01:07:50] O2: Yup
[03/11/24, 01:08:29] Aman: Like even with the job which will allow us to meet only once in a year?
[03/11/24, 01:08:58] O2: Hm
[03/11/24, 01:09:24] Aman: Phir tumhari pyaas kaun bujhaayegaa😂😂😂
[03/11/24, 01:09:35] Aman: Reh logi Bina uske?
[03/11/24, 01:09:46] O2: Mujhe uski pyaas h hi nhi
[03/11/24, 01:09:57] Aman: AXA ok theek h
[03/11/24, 01:10:04] O2: Hm
[03/11/24, 01:10:05] Aman: Ur turn
[03/11/24, 01:10:06] Aman: S
[03/11/24, 01:13:03] O2: At this stage of our relation suppose there comes a situation where i won’t be able to satisfy your needs at least for 5-6 years
[03/11/24, 01:13:17] O2: Will you continue
[03/11/24, 01:13:45] Aman: Satisfy as in that?
[03/11/24, 01:14:06] O2: Achha chhodi
[03/11/24, 01:14:18] O2: Same situation
[03/11/24, 01:14:24] O2: Tum btao
[03/11/24, 01:15:16] Aman: Not coz of the reason u r thinking
[03/11/24, 01:15:27] Aman: But Mai tumhare hi sath aa jaunga
[03/11/24, 01:15:44] O2: Possible nhi hota then
[03/11/24, 01:15:45] Aman: Itna time dur rehna difficult hoga mere liye
[03/11/24, 01:15:58] Aman: Are
[03/11/24, 01:16:06] Aman: Same question nhi pucha
[03/11/24, 01:16:09] Aman: Jata
[03/11/24, 01:16:14] Aman: Yaad aaya 😂
[03/11/24, 01:16:46] O2: Mujhe kyu lag rha h ki ans mil gya mujhe
[03/11/24, 01:17:09] Aman: Mujhe kyu lag rha h ki
[03/11/24, 01:17:16] Aman: Tum galat samaj rhi kuch?
[03/11/24, 01:18:00] O2: Nhi
[03/11/24, 01:18:05] Aman: I've told u na there always gonna be only two reason if I have to leave u
[03/11/24, 01:18:13] Aman: Nothing else
[03/11/24, 01:18:47] O2: Iske ans me itni difficulty kyu
[03/11/24, 01:19:06] Aman: The ans is no ofc
[03/11/24, 01:19:24] O2: Thik h
[03/11/24, 01:19:57] Aman: Your turn !
[03/11/24, 01:20:07] O2: T
[03/11/24, 01:20:18] Aman: Tumne kya socha tha iska ans?
[03/11/24, 01:20:38] Aman: Ek sec
[03/11/24, 01:20:54] Aman: Yes h mera matlab
[03/11/24, 01:21:10] O2: Socha nhi tha maine bs tumse ans nikalvana tha
[03/11/24, 01:21:20] Aman: Mai question bhool gya tha
[03/11/24, 01:21:21] O2: Ha smjh gyi thi
[03/11/24, 01:21:28] Aman: Pakka na🥹🥹🥹
[03/11/24, 01:21:33] O2: Hm
[03/11/24, 01:21:53] O2: Ab chle?
[03/11/24, 01:22:10] Aman: Thanks 🥹🥹🥹🤧🤧
[03/11/24, 01:22:14] Aman: Kyu?
[03/11/24, 01:22:21] Aman: Nhi !
[03/11/24, 01:22:37] O2: Neend aa rhi h
[03/11/24, 01:22:38] Aman: 10 min aur
[03/11/24, 01:22:44] Aman: Axa
[03/11/24, 01:23:22] Aman: ?
[03/11/24, 01:23:52] O2: Krte h aajjiko
[03/11/24, 01:24:01] Aman: Kya ?
[03/11/24, 01:24:15] O2: Hm
[03/11/24, 01:24:18] Aman: Jyada neend aa rhi kya?
[03/11/24, 01:24:31] Aman: Aajjiko?
[03/11/24, 01:27:07] Aman: Kidhar gyi?
[03/11/24, 01:27:50] O2: Ha
[03/11/24, 01:27:59] Aman: Ka ha?
[03/11/24, 01:28:05] O2: So gyi thi
[03/11/24, 01:28:08] Aman: Hmm
[03/11/24, 01:28:09] Aman: Dekho
[03/11/24, 01:28:45] Aman: If u r expecting ki mai bolunga ...okay morning me baat karte h toh aisa nhi hone vala
[03/11/24, 01:29:00] Aman: Else u will feel I'm busy
[03/11/24, 01:29:12] Aman: Isliye continue karte h batein
[03/11/24, 01:30:23] Aman: Hello?
[03/11/24, 01:38:43] Aman: hello?
[03/11/24, 01:39:27] O2: Ha
[03/11/24, 01:39:35] O2: Mai for so hui
[03/11/24, 01:39:40] O2: Gyi
[03/11/24, 01:39:47] Aman: Hmm
[03/11/24, 01:39:47] O2: Sorry
[03/11/24, 01:39:55] Aman: Koi na
[03/11/24, 01:40:00] Aman: So ur turn ?
[03/11/24, 01:40:13] O2: Are maan to li thi apni glti
[03/11/24, 01:40:31] Aman: Arre nhi nhi
[03/11/24, 01:40:41] Aman: Continue karte h
[03/11/24, 01:40:53] O2: Thik h
[03/11/24, 01:40:58] O2: T
[03/11/24, 01:41:03] Aman: Ok
[03/11/24, 01:42:09] Aman: What's the one thing u like to change about me?
[03/11/24, 01:43:06] O2: Ki tum khud chize share kiya kro
[03/11/24, 01:43:22] Aman: I does it
[03/11/24, 01:43:25] Aman: More than u
[03/11/24, 01:43:38] O2: Do
[03/11/24, 01:43:56] O2: Thik h
[03/11/24, 01:44:04] Aman: Hmm
[03/11/24, 01:44:06] Aman: T
[03/11/24, 01:45:07] O2: Your biggest regret
[03/11/24, 01:45:24] Aman: Biggest regret!
[03/11/24, 01:45:27] Aman: Umm
[03/11/24, 01:47:53] Aman: Yeh change hota rehta h I guess
[03/11/24, 01:48:28] O2: Latest one
[03/11/24, 01:48:32] Aman: Abhi ke liye toh, gym consistency break karna maybe
[03/11/24, 01:48:49] O2: Ok
[03/11/24, 01:48:54] Aman: Hmm
[03/11/24, 01:49:00] O2: T
[03/11/24, 01:49:54] Aman: On the scale of 10
[03/11/24, 01:50:10] Aman: How much u think u r open to me ?
[03/11/24, 01:50:34] O2: 7
[03/11/24, 01:50:50] Aman: Ok
[03/11/24, 01:51:45] Aman: How much u think it'll gonna take u to reach 9.5?
[03/11/24, 01:52:21] O2: On question allowed
[03/11/24, 01:52:27] O2: One
[03/11/24, 01:52:37] O2: Your turn
[03/11/24, 01:52:39] Aman: It's a follow up question
[03/11/24, 01:52:43] Aman: Not a new one
[03/11/24, 01:52:46] Aman: It's allowed
[03/11/24, 01:53:09] O2: No follow ups too
[03/11/24, 01:53:13] Aman: Ok
[03/11/24, 01:53:23] Aman: S
[03/11/24, 01:55:52] O2: If you could choose only one what would  it be:

Rich
Handsome 
Intelligence 
 
Choosing one means lacking others
[03/11/24, 01:57:08] Aman: Intelligence
[03/11/24, 02:23:33] Aman: Hello
[03/11/24, 02:23:41] Aman: Kidhar gyi
[03/11/24, 02:25:50] Aman: Hello?
[03/11/24, 07:30:11] O2: Good morning
[03/11/24, 07:30:16] O2: So vyi thi
[03/11/24, 09:07:50] Aman: Sorry
[03/11/24, 09:08:47] Aman: Mai bhi wait karte karte
[03/11/24, 10:09:17] O2: Achha
[03/11/24, 17:29:32] Aman: Hello listen!
[03/11/24, 22:21:38] O2: Hii
[03/11/24, 22:21:54] Aman: Yep
[03/11/24, 22:22:13] Aman: Sab badiya?
[03/11/24, 22:22:19] O2: Hmm
[03/11/24, 22:22:42] O2: Sorry vo message late dekha
[03/11/24, 22:22:57] Aman: Arre koi na 5 hrs hi toh late dekha h
[03/11/24, 22:24:04] O2: Aaj kuchh log aa gye thr ghar to phone touch hi ni kiya subah se
[03/11/24, 22:24:45] O2: 8-9 bje dekha tha tumhara message pr us time bhi sab the aas paas
[03/11/24, 22:25:04] Aman: Are koi na
[03/11/24, 22:25:09] Aman: Samaj hi gya tha
[03/11/24, 22:25:19] Aman: Tumhara Ghar bhi na !
[03/11/24, 22:25:27] Aman: Kabhi bhi koi bhi aa jata h!
[03/11/24, 22:25:36] Aman: Baghate vagate nhi ho kya tum log?
[03/11/24, 22:25:41] O2: Hm🥺
[03/11/24, 22:25:43] Aman: Mai hota toh bagha deta
[03/11/24, 22:25:57] Aman: Tumko pata h
[03/11/24, 22:26:03] O2: 🙄
[03/11/24, 22:26:06] Aman: Ek funny incident batata hu
[03/11/24, 22:26:10] O2: Hm
[03/11/24, 22:26:17] Aman: Jab mai Chhota tha
[03/11/24, 22:26:32] Aman: Like of 8 or 10 something
[03/11/24, 22:26:49] Aman: Tab ek aunty mere ghar me hamesha aati thi
[03/11/24, 22:27:00] Aman: Aur mummy unhe biscuit deti thi
[03/11/24, 22:27:18] Aman: Ek din mujhe gussa aaya ki maine bol diya
[03/11/24, 22:27:30] Aman: Like unke samne nhi
[03/11/24, 22:27:49] Aman: Mummy se maine biscuit manga mummy ne mana kar diya...ki jyada h nhi
[03/11/24, 22:28:30] Aman: Then Maine chilla ke bol diya ki , " un aunty ko toh daily daily biscuit de deti ho aap jo aa jati h har din "

Aur mere liye nhi h
[03/11/24, 22:28:46] Aman: Uske baad se pata h unhone aana bund kar diya tha😂😂
[03/11/24, 22:29:12] O2: Un aunty ne sun liya kya?
[03/11/24, 22:29:27] Aman: Hmm ofc
[03/11/24, 22:29:47] O2: Achha 😂
[03/11/24, 22:29:56] O2: Hmm ho to shaitan hi
[03/11/24, 22:29:58] Aman: U should try out the same thing
[03/11/24, 22:30:14] Aman: Yes Truly meant for u
[03/11/24, 22:30:33] O2: Are pr mujhe achha lgta h vo aate h to
[03/11/24, 22:30:43] Aman: Oo
[03/11/24, 22:30:44] O2: 🙂
[03/11/24, 22:30:45] Aman: Ooooo
[03/11/24, 22:30:50] Aman: Ooooooo
[03/11/24, 22:30:56] O2: Are mtlb
[03/11/24, 22:30:57] Aman: Matlab them over me???
[03/11/24, 22:31:08] Aman: Chalo theek h baat hi khatam phir ?
[03/11/24, 22:31:27] O2: Bs kuchh harkate kharab h baki h to achhe hi na
[03/11/24, 22:32:05] Aman: Arre koi na kajal
[03/11/24, 22:32:07] Aman: Samaj gya mai
[03/11/24, 22:32:10] O2: Aur aaj to bhaiduj tha na to isliye aye the
[03/11/24, 22:32:14] Aman: Unse hi baat karlo phir abhi tum !
[03/11/24, 22:32:17] Aman: Camera off !
[03/11/24, 22:32:22] O2: Areeee
[03/11/24, 22:32:25] O2: 🥺
[03/11/24, 22:32:30] O2: 🥺🥺
[03/11/24, 22:32:36] Aman: AXA theek h on kar liya
[03/11/24, 22:32:42] O2: 🙄
[03/11/24, 22:32:59] Aman: Yr par tumne Aaj subah se baat kyu nhi Kari mujhse?🥺🥺
[03/11/24, 22:33:16] O2: Abhi to btaya
[03/11/24, 22:33:21] Aman: Tumhe pata h Puri afternoon Maine wait Kiya tumhara ki... message aayega
[03/11/24, 22:33:36] Aman: Toh 1 min ke liye phone nhi mila ?
[03/11/24, 22:33:58] Aman: Atleast yeh text kar deti ki , aaj baat nhi ho payegi...guest aaye h...and reply mat karna
[03/11/24, 22:34:02] Aman: Mai nhi karta
[03/11/24, 22:34:16] Aman: But tumne itna bhi nhi kiya?
[03/11/24, 22:34:24] O2: Are pr message to mai tab krungi na jab mujhe lgega h ki ab achhe se chat ho skti j
[03/11/24, 22:34:32] Aman: Nhi !
[03/11/24, 22:34:58] O2: Maine savh me ek baar bhi touch mhi kiya phone
[03/11/24, 22:35:09] Aman: Tumhe idea bhi nhi h...kitna wait karta hu tumhare text ka mai !

Tumne Aaj ka pura morning vala meal skip kar diya h
[03/11/24, 22:35:31] O2: In logo k samne phone chlati to game khelne lgtw
[03/11/24, 22:35:38] Aman: Arre yr
[03/11/24, 22:35:47] Aman: Chalo remind me to fight over this
[03/11/24, 22:35:54] Aman: End me jarur ladunga isme
[03/11/24, 22:36:00] O2: 🥺
[03/11/24, 22:36:02] Aman: Pehle acche se thoda baat kar leta hu
[03/11/24, 22:36:03] O2: 🥺🥺
[03/11/24, 22:36:15] Aman: Kya hua?
[03/11/24, 22:36:18] O2: Thik h
[03/11/24, 22:36:25] O2: 🥺
[03/11/24, 22:36:30] Aman: 😂😂
[03/11/24, 22:36:43] Aman: Will jump into that later
[03/11/24, 22:36:54] Aman: Abhi mat socho
[03/11/24, 22:36:59] Aman: Uske bare me
[03/11/24, 22:37:10] O2: Thik h😓
[03/11/24, 22:37:16] Aman: Toh aur batao meri butterscotch din kaisa gya tumahara?😙
[03/11/24, 22:37:44] O2: Butterscotch se yaad aya…
[03/11/24, 22:37:59] O2: Aaj maine faluda piya😋
[03/11/24, 22:38:06] O2: 😋😋
[03/11/24, 22:38:11] Aman: Nice!
[03/11/24, 22:38:23] O2: 🤤🤤🤤
[03/11/24, 22:38:28] O2: 🤤
[03/11/24, 22:39:02] O2: Kya tumhara man nhi kar rha pine ka?🫤
[03/11/24, 22:39:26] Aman: Meri fav cheez toh doodh h na?
[03/11/24, 22:39:33] Aman: Isme kya h?
[03/11/24, 22:39:40] O2: 🙄
[03/11/24, 22:39:43] Aman: 😂😂
[03/11/24, 22:39:54] Aman: Kajal dooddduuu
[03/11/24, 22:40:00] Aman: Doooodduuuuu
[03/11/24, 22:40:03] O2: Use to mai roz dekhti hu🤤
[03/11/24, 22:40:12] Aman: Doooooodddduuuuuuu
[03/11/24, 22:40:13] O2: 🤤🤤
[03/11/24, 22:40:23] Aman: Dekhti hu?
[03/11/24, 22:40:29] O2: Ha bsss😂
[03/11/24, 22:40:37] O2: Hmm
[03/11/24, 22:41:00] Aman: Tum selfsexual ho kya?
[03/11/24, 22:41:31] O2: Are apni body nhi dekhungi kya😑
[03/11/24, 22:41:41] Aman: AXA theek h
[03/11/24, 22:41:54] Aman: Bus aise reaction kaun deta h
[03/11/24, 22:42:02] Aman: Koi na dekh lo
[03/11/24, 22:42:12] Aman: Kaunsa taste kar paaogi😂😂😂😂...hahahah
[03/11/24, 22:42:14] O2: Tumhe jealous feel krvana tha🫤
[03/11/24, 22:42:26] Aman: Vo capability toh mere hi pass h😂😂😂
[03/11/24, 22:42:34] Aman: Jealous 🤣🤣🤣
[03/11/24, 22:42:53] Aman: Tum sirf dekh sakti ho 😂😂😂


Pii nhi sakti 😂😂😂😂😂awwww.
[03/11/24, 22:43:02] O2: Ha thik h krna bhi nhi h mujhe😑😑
[03/11/24, 22:43:13] Aman: Awwwww 😂😂😂😂
[03/11/24, 22:43:21] Aman: Hehehehhe😂😂😂
[03/11/24, 22:43:27] Aman: Hahahah😂😂😂
[03/11/24, 22:43:39] Aman: Hohohoho😂😂
[03/11/24, 22:43:42] O2: Pr mai chah lu to tum na dekh paoge na pi🤗
[03/11/24, 22:43:47] O2: ☺️☺️
[03/11/24, 22:43:59] Aman: 😑
[03/11/24, 22:44:01] O2: .
[03/11/24, 22:44:05] Aman: Arre
[03/11/24, 22:44:06] O2: .
[03/11/24, 22:44:10] O2: .
[03/11/24, 22:44:16] O2: .
[03/11/24, 22:44:18] Aman: Axa theek h
[03/11/24, 22:44:21] O2: 🤣🤣🤣
[03/11/24, 22:44:32] Aman: Tum personal kyu ho jati ho🥹
[03/11/24, 22:44:38] Aman: Chalo bhool jate h sab
[03/11/24, 22:45:07] O2: Mushkil h pr chlo koshish krungi
[03/11/24, 22:45:17] Aman: Hmm😙
[03/11/24, 22:45:34] Aman: So butterscotch aur doodh se hat ke!
[03/11/24, 22:45:43] Aman: .
[03/11/24, 22:45:56] O2: Thik hi tha
[03/11/24, 22:46:08] Aman: AXA ek cheez puchu
[03/11/24, 22:46:12] Aman: ?
[03/11/24, 22:46:15] Aman: ??
[03/11/24, 22:46:16] O2: Hm
[03/11/24, 22:46:18] Aman: Ok
[03/11/24, 22:46:30] Aman: Itna insist kar rhi ho toh
[03/11/24, 22:46:36] Aman: Umm toh
[03/11/24, 22:47:23] Aman: Tumhari vocab ke andar

Which is better ?

Thik tha or shi tha?
[03/11/24, 22:48:01] O2: Thik tha= sahi tha
[03/11/24, 22:48:08] Aman: 😂😂
[03/11/24, 22:48:13] Aman: Ok
[03/11/24, 22:48:17] O2: Thik hi tha< thik tha
[03/11/24, 22:48:34] Aman: Hmm yeh samaj AA gya
[03/11/24, 22:48:47] Aman: So why it was that but not that?
[03/11/24, 22:49:20] O2: ..
[03/11/24, 22:49:38] Aman: Ha toh galti bhi toh tumhari h
[03/11/24, 22:49:41] Aman: Kheir choro
[03/11/24, 22:49:53] Aman: We'll start this ladai bit later
[03/11/24, 22:50:08] O2: 🙄
[03/11/24, 22:50:18] Aman: Nhi vaise abhi hi karte h
[03/11/24, 22:50:25] Aman: Hmm toh batao ?
[03/11/24, 22:50:31] O2: achha sunooo
[03/11/24, 22:50:38] Aman: Baat kyu nhi Kari tumne subah se!
[03/11/24, 22:50:40] O2: Mai kah rhi thi
[03/11/24, 22:50:44] Aman: Nhi
[03/11/24, 22:50:53] O2: Are suno to
[03/11/24, 22:50:59] O2: 🤗🤗
[03/11/24, 22:51:01] Aman: Hmm bolo
[03/11/24, 22:51:02] Aman: Axq
[03/11/24, 22:51:07] O2: 😘
[03/11/24, 22:51:29] Aman: Bolo toh
[03/11/24, 22:51:32] O2: 🥰
[03/11/24, 22:52:01] O2: Bs mann kr rha pyari pyari krne ka😘🤗
[03/11/24, 22:52:26] O2: Nhi kar skti kya🙄
[03/11/24, 22:52:53] Aman: Hmm kar sakti ho bilkul
[03/11/24, 22:53:02] O2: Hmm
[03/11/24, 22:53:23] O2: Ha to kya kar rhe the🥰
[03/11/24, 22:53:42] Aman: Bus soch rha tha
[03/11/24, 22:53:55] Aman: Ki kaha se start Karu ladai
[03/11/24, 22:54:02] O2: ‎This message was deleted.
[03/11/24, 22:54:13] O2: 🥰
[03/11/24, 22:54:30] O2: Are ye kaisi baat kr rhe ho😘
[03/11/24, 22:54:40] Aman: Pehle vale accidentally the kya ya genuine one?😂
[03/11/24, 22:54:43] O2: Ladai kaha se aa gyi😘😘
[03/11/24, 22:55:09] O2: Accidentally ofc🥰🤗
[03/11/24, 22:55:23] Aman: Vo bhi do do ....kajal !
U sure?😂
[03/11/24, 22:55:39] O2: Hm hm🥰🤗
[03/11/24, 22:55:57] Aman: Sach batao?🤨
[03/11/24, 22:56:11] O2: 🥺
[03/11/24, 22:56:21] Aman: Axa theek h
[03/11/24, 22:56:25] O2: 🥰🥰
